train/value_loss,train/learning_rate,train/explained_variance,time/total_timesteps,train/policy_loss,time/iterations,time/time_elapsed,train/n_updates,time/fps,train/entropy_loss,eval/mean_ep_length,eval/mean_reward
5.941428238287472e-09,0.0007,2.086162567138672e-06,108000,-8.278728955701808e-07,1600,10,21599,757,-0.07070331275463104,,
3.806873110079323e-06,0.0007,0.0,108500,-0.00010725882748374715,1700,11,21699,762,-0.22883272171020508,,
7.524647571699461e-12,0.0007,0.0051934123039245605,109000,-9.142265611217226e-08,1800,11,21799,767,-0.1737109124660492,,
1.6908578981400524e-09,0.0007,0.11773073673248291,109500,-7.272924995049834e-05,1900,12,21899,768,-0.70490962266922,,
1.5228860092975083e-06,0.0007,-1.1920928955078125e-07,110000,-7.0503037932212465e-06,,,21999,,-0.0422520712018013,300.0,-2.9999999329447746
,,,110000,,2000,13,,742,,,
9.689670940615791e-12,0.0007,0.0007484555244445801,110500,-3.620572641693798e-08,100,0,22099,875,-0.07587725669145584,,
2.426771459340671e-07,0.0007,-1.1920928955078125e-07,111000,-6.647664122283459e-06,200,1,22199,885,-0.08568478375673294,,
0.0,0.0007,nan,111500,-0.0,300,1,22299,876,-0.3752592206001282,,
3.6420290394634236e-11,0.0007,0.0007888078689575195,112000,-4.974303919880185e-07,400,2,22399,875,-0.3084852695465088,,
0.001086224801838398,0.0007,-7.6331787109375,112500,0.027694055810570717,500,2,22499,858,-0.48962536454200745,,
1.1356920737171095e-08,0.0007,3.3974647521972656e-06,113000,-2.285607479279861e-06,600,3,22599,862,-0.11889149248600006,,
4.217383775539929e-08,0.0007,0.0,113500,-0.00010972683958243579,700,4,22699,862,-0.6452042460441589,,
6.582556011380802e-07,0.0007,-1.1920928955078125e-07,114000,-0.0005313617875799537,800,4,22799,862,-0.4533509314060211,,
3.907985046680551e-14,0.0007,0.3333333134651184,114500,-1.2649002201214898e-07,900,5,22899,859,-0.46414774656295776,,
3.935239245578259e-09,0.0007,2.384185791015625e-07,115000,-3.2017881039791973e-06,,,22999,,-0.21519121527671814,300.0,-2.9999999329447746
,,,115000,,1000,6,,793,,,
1.2070410093656392e-06,0.0007,0.0,115500,-0.0005434909835457802,1100,6,23099,786,-0.6493163704872131,,
1.0195577888894025e-11,0.0007,0.00033277273178100586,116000,-1.3816061539273505e-07,1200,7,23199,790,-0.1950972080230713,,
4.902956973751316e-08,0.0007,0.0,116500,-1.0367241884523537e-05,1300,8,23299,794,-0.20656955242156982,,
9.322342009454587e-08,0.0007,0.0,117000,-0.0003401354479137808,1400,8,23399,798,-0.2874576449394226,,
3.0517810500896303e-12,0.0007,0.002371549606323242,117500,-9.611437690182356e-07,1500,9,23499,799,-0.6822907328605652,,
4.759606930804239e-09,0.0007,2.7418136596679688e-06,118000,-4.366543726064265e-05,1600,9,23599,802,-0.79897141456604,,
1.3008620953769423e-06,0.0007,0.0,118500,-0.0009651429718360305,1700,10,23699,806,-0.5847156643867493,,
2.3803181647963356e-13,0.0007,0.0,119000,-3.3768424145819154e-07,1800,11,23799,808,-0.7012945413589478,,
2.557058849106397e-07,0.0007,5.960464477539063e-08,119500,-1.9242565031163394e-05,1900,11,23899,809,-0.17489071190357208,,
2.014683104789583e-06,0.0007,0.0001119375228881836,120000,-0.0009599219192750752,,,23999,,-0.6934056878089905,300.0,-2.9999999329447746
,,,120000,,2000,12,,779,,,
2.9913920229773794e-08,0.0007,1.3113021850585938e-06,120500,-0.00016466504894196987,100,0,24099,829,-0.5875725746154785,,
1.2153881243648357e-06,0.0007,0.0,121000,-2.745018355199136e-05,200,1,24199,853,-0.1264180839061737,,
1.0283685361600625e-11,0.0007,0.0007484555244445801,121500,-1.6753309850514597e-08,300,1,24299,848,-0.03708070516586304,,
2.34544671684489e-07,0.0007,0.0,122000,-0.00023086427245289087,400,2,24399,851,-0.3963085412979126,,
9.288232831750065e-07,0.0007,-1.1920928955078125e-07,122500,-6.044967449270189e-05,500,2,24499,846,-0.24984613060951233,,
3.517186542012496e-13,0.0007,0.0,123000,-2.7303217464691443e-09,600,3,24599,846,-0.0332319512963295,,
4.733819558566665e-09,0.0007,1.7881393432617188e-07,123500,-3.239458237658255e-05,700,4,24699,843,-0.4060237407684326,,
1.5357330767074018e-06,0.0007,0.0,124000,-8.02128342911601e-05,800,4,24799,840,-0.2587208151817322,,
1.0516032624774754e-13,0.0007,0.0,124500,3.5244884788454556e-09,900,5,24899,838,-0.05738827586174011,,
6.250786555028753e-07,0.0007,-1.1920928955078125e-07,125000,-0.0005410733283497393,,,24999,,-0.7047941088676453,300.0,-2.9999999329447746
,,,125000,,1000,6,,776,,,
1.2380542102619074e-05,0.0007,0.0,125500,-0.002702567260712385,1100,7,25099,773,-0.6200610399246216,,
1.0872654165883233e-10,0.0007,0.00011467933654785156,126000,-4.951698997501808e-07,1200,7,25199,778,-0.21982267498970032,,
5.186479024033019e-10,0.0007,1.3828277587890625e-05,126500,-2.0201266579533694e-06,1300,8,25299,782,-0.3271218240261078,,
1.304107377642083e-09,0.0007,2.4437904357910156e-06,127000,-2.4420534828095697e-05,1400,8,25399,788,-0.7571006417274475,,
1.4210854715202004e-14,0.0007,1.0,127500,-0.0,1500,9,25499,790,-0.3807278275489807,,
2.864815884517924e-10,0.0007,2.4974346160888672e-05,128000,-6.327626579150092e-06,1600,10,25599,793,-0.6213505864143372,,
1.1930630989809288e-06,0.0007,-1.1920928955078125e-07,128500,-0.00013247707101982087,1700,10,25699,796,-0.4467032551765442,,
1.156408302449563e-11,0.0007,7.343292236328125e-05,129000,-1.6735158681058238e-07,1800,11,25799,793,-0.24632418155670166,,
6.960844789460907e-09,0.0007,2.86102294921875e-06,129500,-1.1998174159089103e-05,1900,11,25899,795,-0.4394618570804596,,
7.939001989143435e-07,0.0007,0.09882885217666626,130000,-0.0006850130739621818,,,25999,,-0.2664880156517029,300.0,-2.9999999329447746
,,,130000,,2000,13,,766,,,
1.561814899631031e-09,0.0007,1.2755393981933594e-05,130500,-2.134380156348925e-05,100,0,26099,845,-0.679345428943634,,
2.8471022233134136e-06,0.0007,0.0,131000,-0.0009456003317609429,200,1,26199,834,-0.7121257781982422,,
0.0,0.0007,nan,131500,-0.0,300,1,26299,833,-0.08347056061029434,,
5.932572211264642e-09,0.0007,2.086162567138672e-06,132000,-4.074644039064879e-06,400,2,26399,819,-0.23607487976551056,,
6.770866548322374e-06,0.0007,0.0,132500,-0.00010670399205991998,500,3,26499,817,-0.22957749664783478,,
1.6399326558183547e-12,0.0007,0.0,133000,2.412042761079647e-07,600,3,26599,823,-0.7553694248199463,,
2.294165923899527e-08,0.0007,7.748603820800781e-07,133500,-0.000273005454801023,700,4,26699,821,-0.5594874620437622,,
2.3493229583948505e-09,0.0007,4.172325134277344e-07,134000,-2.9943435947643593e-05,800,4,26799,819,-0.7479665875434875,,
3.907985046680551e-14,0.0007,0.0,134500,-4.060734415389788e-09,900,5,26899,817,-0.1276073455810547,,
2.332434800855765e-10,0.0007,3.3974647521972656e-06,135000,-3.902504488451086e-07,,,26999,,-0.1387372612953186,300.0,-2.9999999329447746
,,,135000,,1000,6,,754,,,
1.4639610412814363e-07,0.0007,0.0,135500,-9.903929822030477e-06,1100,7,27099,748,-0.16419732570648193,,
9.769962616701378e-13,0.0007,0.0,136000,-7.254868705786066e-07,1200,7,27199,754,-0.7127959728240967,,
4.668031516885662e-10,0.0007,6.735324859619141e-06,136500,-1.7040338207152672e-05,1300,8,27299,760,-0.3523489832878113,,
6.844975928288477e-07,0.0007,-0.07803261280059814,137000,-0.000564011512324214,1400,9,27399,764,-0.18350940942764282,,
8.100187187665142e-13,0.0007,0.0,137500,-4.3196422438995796e-07,1500,9,27499,767,-0.7547001838684082,,
5.270777592158993e-08,0.0007,2.980232238769531e-07,138000,-4.2973724703188054e-06,1600,10,27599,771,-0.10961149632930756,,
7.666502028769173e-07,0.0007,0.0,138500,-4.788869318872457e-06,1700,10,27699,775,-0.03848128020763397,,
4.589395703746835e-12,0.0007,0.000698089599609375,139000,-2.0698440295063847e-08,1800,11,27799,777,-0.06429919600486755,,
9.320751281904904e-09,0.0007,1.430511474609375e-06,139500,-2.3119868274079636e-05,1900,12,27899,778,-0.3848862051963806,,
1.1739889487216715e-06,0.0007,0.0,140000,-1.8822591300704516e-05,,,27999,,-0.10553936660289764,300.0,-2.9999999329447746
,,,140000,,2000,13,,752,,,
1.1405646427320448e-09,0.0007,7.748603820800781e-07,140500,-4.015695864723057e-08,100,0,28099,873,-0.010733352974057198,,
3.1258744002116146e-06,0.0007,0.0,141000,-0.0014025019481778145,200,1,28199,865,-0.6367349624633789,,
1.86588526747411e-12,0.0007,0.00043195486068725586,141500,-1.1727168924835496e-07,300,1,28299,858,-0.3549867272377014,,
5.773728023461544e-11,0.0007,5.537271499633789e-05,142000,-1.1380649311831803e-07,400,2,28399,834,-0.09997192025184631,,
5.450651769933756e-07,0.0007,0.0,142500,-0.0007173925405368209,500,2,28499,834,-0.5155904293060303,,
4.8883528336318705e-09,0.0007,4.708766937255859e-06,143000,-7.781807653373107e-05,600,3,28599,830,-1.076597809791565,,
3.852759444811227e-09,0.0007,3.2186508178710938e-06,143500,-2.135407157766167e-05,700,4,28699,795,-0.4281967580318451,,
1.1933011245801595e-09,0.0007,-0.05987143516540527,144000,-7.347698556259274e-05,800,5,28799,788,-0.8975092172622681,,
0.0,0.0007,1.0,144500,-0.0,900,5,28899,783,-0.15668776631355286,,
1.4077557175529165e-10,0.0007,2.2590160369873047e-05,145000,-6.355045343298116e-07,,,28999,,-0.28978800773620605,300.0,-2.9999999329447746
,,,145000,,1000,6,,726,,,
7.116054803191219e-07,0.0007,0.0,145500,-9.20318689168198e-06,1100,7,29099,720,-0.07700597494840622,,
1.3336886933376646e-12,0.0007,0.009411752223968506,146000,-1.0292785290744177e-08,1200,8,29199,726,-0.0647621750831604,,
1.1574740731851163e-12,0.0007,0.0005934834480285645,146500,-3.984825980296591e-08,1300,8,29299,726,-0.20386752486228943,,
1.4411828033189522e-06,0.0007,0.0,147000,-2.5595923034416046e-06,1400,9,29399,731,-0.018868431448936462,,
3.907985046680551e-14,0.0007,0.0,147500,-1.8069629126316045e-09,1500,10,29499,738,-0.06984533369541168,,
9.627957986424462e-09,0.0007,2.086162567138672e-06,148000,-1.0334080258189715e-07,1600,10,29599,739,-0.010221714153885841,,
2.8678692842731834e-07,0.0007,1.1920928955078125e-07,148500,-4.10413667850662e-06,1700,11,29699,739,-0.05871658772230148,,
5.032774110652616e-12,0.0007,0.0015693306922912598,149000,-2.023152312347065e-09,1800,12,29799,743,-0.009304475970566273,,
3.618190191900794e-09,0.0007,7.927417755126953e-06,149500,-1.918671266309957e-08,1900,12,29899,746,-0.0035461827646940947,,
1.2936814073327696e-06,0.0007,0.0,150000,-3.111898081442632e-07,,,29999,,-0.003087033051997423,300.0,-2.9999999329447746
,,,150000,,2000,13,,721,,,
1.3676825227904033e-09,0.0007,5.245208740234375e-06,150500,-8.632430770205701e-09,100,0,30099,874,-0.0026723816990852356,,
1.3818028037348995e-06,0.0007,-1.1920928955078125e-07,151000,-4.974316993866523e-07,200,1,30199,853,-0.00458166329190135,,
6.394884621840902e-13,0.0007,0.0,151500,-2.519727537730887e-09,300,1,30299,857,-0.028087839484214783,,
1.6225669696723344e-08,0.0007,0.0,152000,-3.367556900002455e-08,400,2,30399,845,-0.0030043660663068295,,
1.2664196447076392e-06,0.0007,0.0,152500,-1.9115307736683462e-07,500,2,30499,847,-0.0020221939776092768,,
1.5781154161231825e-11,0.0007,5.245208740234375e-05,153000,-5.081859932865029e-10,600,3,30599,843,-0.0015941500896587968,,
1.451865738744118e-08,0.0007,5.364418029785156e-07,153500,-2.1786538795254273e-08,700,4,30699,844,-0.0021476757247000933,,
6.473307507803838e-07,0.0007,0.0,154000,-9.388904942397858e-08,800,4,30799,838,-0.0014361616922542453,,
2.275584234934236e-11,0.0007,0.0005791187286376953,154500,-7.754042963270535e-10,900,5,30899,835,-0.0019784632604569197,,
1.8886931130168705e-08,0.0007,1.0728836059570312e-06,155000,-1.6691553028636008e-08,,,30999,,-0.0014877670910209417,300.0,-2.9999999329447746
,,,155000,,1000,6,,763,,,
1.5114283087314107e-06,0.0007,0.0,155500,-1.5623388094354596e-07,1100,7,31099,762,-0.0015541898319497705,,
1.6342482583669125e-14,0.0007,0.3333333134651184,156000,-1.431124108108861e-09,1200,7,31199,766,-0.056911636143922806,,
3.034964723980238e-09,0.0007,1.7881393432617188e-07,156500,-1.0691004348473143e-07,1300,8,31299,771,-0.01811875030398369,,
7.047877375043754e-07,0.0007,-1.1920928955078125e-07,157000,-1.6064777810242958e-06,1400,9,31399,773,-0.017859460785984993,,
1.3649526387632394e-12,0.0007,0.0005934834480285645,157500,-1.1459425769411169e-10,1500,9,31499,777,-0.0012310284655541182,,
4.0979406534802365e-09,0.0007,2.384185791015625e-07,158000,-1.195818732924181e-08,1600,10,31599,778,-0.0022185384295880795,,
1.28366036733496e-06,0.0007,0.0,158500,-9.285969099437352e-06,1700,10,31699,780,-0.055458180606365204,,
3.0517810500896303e-12,0.0007,0.0010554194450378418,159000,-2.3474155952385445e-10,1800,11,31799,783,-0.0016498960321769118,,
1.7192938184251716e-09,0.0007,4.231929779052734e-06,159500,-3.571680906588881e-08,1900,12,31899,784,-0.008565636351704597,,
7.743545324956358e-07,0.0007,0.0,160000,-5.743771680499776e-08,,,31999,,-0.000847805174998939,300.0,-2.9999999329447746
,,,160000,,2000,13,,756,,,
4.840437495268191e-10,0.0007,6.496906280517578e-06,160500,-1.3215359917495562e-09,100,0,32099,888,-0.0007859881734475493,,
7.878011274442542e-06,0.0007,5.960464477539063e-08,161000,-0.0001672236539889127,200,1,32199,837,-0.24962086975574493,,
4.907647552232497e-11,0.0007,6.514787673950195e-05,161500,-7.551105518643908e-09,300,1,32299,843,-0.01049494557082653,,
3.034964723980238e-09,0.0007,1.7881393432617188e-07,162000,-8.695072892805911e-07,400,2,32399,836,-0.09289892762899399,,
1.1151337275805417e-07,0.0007,1.7881393432617188e-07,162500,-6.528411904582754e-05,500,3,32499,827,-0.5136499404907227,,
0.0,0.0007,nan,163000,-0.0,600,3,32599,822,-0.1873590350151062,,
1.1053132020766299e-10,0.0007,7.092952728271484e-06,163500,-3.0713284360217585e-08,700,4,32699,820,-0.023095646873116493,,
3.1528259114566026e-06,0.0007,0.0,164000,-1.8429485862725414e-05,800,4,32799,822,-0.0678635686635971,,
2.7974068374236882e-12,0.0007,0.005228817462921143,164500,-4.527230590412046e-09,900,5,32899,821,-0.02449866011738777,,
7.929247480831236e-09,0.0007,1.6689300537109375e-06,165000,-1.2775753930327483e-06,,,32999,,-0.0894714742898941,300.0,-2.9999999329447746
,,,165000,,1000,6,,760,,,
1.3653207986408233e-07,0.0007,0.615170419216156,165500,7.233002543216571e-05,1100,7,33099,759,-0.2650838792324066,,
1.1588952020247234e-11,0.0007,6.526708602905273e-05,166000,-2.380244495725492e-06,1200,7,33199,764,-0.6535450220108032,,
2.043903002402203e-08,0.0007,5.960464477539063e-08,166500,-8.955476914707106e-06,1300,8,33299,771,-0.2649895250797272,,
1.4535393688674958e-07,0.0007,0.0,167000,-5.282654819893651e-05,1400,9,33399,777,-0.3921423554420471,,
0.0,0.0007,1.0,167500,-0.0,1500,9,33499,778,-0.09612753987312317,,
1.4108707535598342e-09,0.0007,0.0,168000,2.5026173489095527e-07,1600,10,33599,782,-0.05231814458966255,,
1.5695729871367803e-06,0.0007,1.1920928955078125e-07,168500,-0.0001021780408336781,1700,10,33699,786,-0.35421112179756165,,
9.249134444444529e-12,0.0007,0.004061400890350342,169000,-7.207491048433212e-09,1800,11,33799,788,-0.01859334297478199,,
3.748647170453978e-09,0.0007,8.344650268554688e-07,169500,-2.4570079403929412e-05,1900,12,33899,790,-0.5943405628204346,,
2.9685597269235586e-07,0.0007,5.960464477539063e-08,170000,-0.0003939869347959757,,,33999,,-0.6964338421821594,300.0,-2.9999999329447746
,,,170000,,2000,13,,761,,,
1.7773089944217446e-10,0.0007,4.5299530029296875e-06,170500,-2.734266217885306e-07,100,0,34099,834,-0.1181577667593956,,
2.5431447738810675e-06,0.0007,0.0,171000,-1.9535364117473364e-05,200,1,34199,834,-0.07630874216556549,,
6.252776074688882e-13,0.0007,0.0,171500,-7.043928773597941e-10,300,1,34299,838,-0.008952034637331963,,
8.239567361734146e-10,0.0007,9.5367431640625e-07,172000,-4.820777235181595e-07,400,2,34399,835,-0.09830669313669205,,
4.0516056287742686e-07,0.0007,1.1920928955078125e-07,172500,-1.1405396435293369e-05,500,3,34499,828,-0.1061817854642868,,
7.61701791050784e-13,0.0007,0.0,173000,-1.6595131935304153e-09,600,3,34599,831,-0.018771614879369736,,
3.884537136400468e-11,0.0007,2.0563602447509766e-05,173500,-1.3315010960468499e-07,700,4,34699,835,-0.12342657148838043,,
2.085609594359994e-06,0.0007,0.0,174000,-5.185036570765078e-05,800,4,34799,833,-0.1867276430130005,,
2.2960477269462487e-11,0.0007,0.0005791187286376953,174500,-4.328634162220624e-08,900,5,34899,832,-0.06508622318506241,,
4.5905226286890866e-09,0.0007,1.6093254089355469e-06,175000,-1.1102821417807718e-07,,,34999,,-0.015328533947467804,300.0,-2.9999999329447746
,,,175000,,1000,6,,769,,,
3.182842647220241e-06,0.0007,0.0,175500,-0.000657209544442594,1100,7,35099,760,-0.5001575946807861,,
3.3736782811821797e-10,0.0007,2.3245811462402344e-06,176000,-7.254447154991794e-06,1200,7,35199,764,-0.5955647826194763,,
2.645357821684513e-10,0.0007,4.875659942626953e-05,176500,-1.0492483681900922e-07,1300,8,35299,771,-0.04582275450229645,,
1.8286855265614577e-06,0.0007,0.0,177000,-1.6126592527143657e-05,1400,9,35399,777,-0.07439503818750381,,
1.4325962291450445e-11,0.0007,0.0018897056579589844,177500,-2.1659600406565005e-06,1500,9,35499,778,-0.504073977470398,,
2.738460014306554e-10,0.0007,2.6106834411621094e-05,178000,-2.003169718989284e-08,1600,10,35599,782,-0.011770876124501228,,
8.540581006855064e-07,0.0007,0.0,178500,-4.040301973873284e-06,1700,10,35699,783,-0.03412705659866333,,
2.683719999702072e-12,0.0007,0.005228817462921143,179000,-1.0040508868769393e-07,1800,11,35799,784,-0.2704489231109619,,
6.091988247192148e-09,0.0007,3.2782554626464844e-06,179500,-6.31591063893211e-08,1900,12,35899,786,-0.008239024318754673,,
1.4997244761616457e-06,0.0007,1.1920928955078125e-07,180000,-1.7562317680130946e-06,,,35999,,-0.013754653744399548,300.0,-2.9999999329447746
,,,180000,,2000,13,,759,,,
2.9321256533876294e-10,0.0007,0.00013303756713867188,180500,-2.5980753548537905e-08,100,0,36099,886,-0.014446067623794079,,
4.058016997987579e-07,0.0007,0.0,181000,-3.3586044878575194e-07,200,1,36199,849,-0.005610959604382515,,
3.4575009955767344e-12,0.0007,0.01030498743057251,181500,-8.506225723792227e-10,300,1,36299,846,-0.004734965041279793,,
1.4596567510238856e-08,0.0007,5.960464477539063e-08,182000,-1.0397535277206771e-08,400,2,36399,840,-0.001069757854565978,,
2.2616993646806804e-06,0.0007,-1.1920928955078125e-07,182500,-1.059566088201791e-07,500,2,36499,836,-0.0008922829292714596,,
1.6716086848056477e-10,0.0007,4.947185516357422e-06,183000,-9.106962406413288e-10,600,3,36599,838,-0.0008942969143390656,,
1.7501600169111953e-08,0.0007,0.0,183500,-7.99803956397227e-09,700,4,36699,837,-0.0007811254472471774,,
5.6818333149522005e-08,0.0007,1.7881393432617188e-07,184000,-6.936444663097063e-08,800,4,36799,827,-0.0033019972033798695,,
4.256549002157328e-10,0.0007,0.00011926889419555664,184500,2.3300461293729313e-07,900,5,36899,826,-0.08157085627317429,,
5.484553700085826e-09,0.0007,2.384185791015625e-07,185000,-7.094015330721959e-08,,,36999,,-0.00951616745442152,300.0,-2.9999999329447746
,,,185000,,1000,6,,745,,,
2.809214038279606e-06,0.0007,0.0,185500,-5.7953393195475655e-08,1100,7,37099,750,-0.0004680450656451285,,
8.198099837875006e-11,0.0007,9.47713851928711e-06,186000,-3.321718733406698e-10,1200,7,37199,753,-0.0004865868540946394,,
2.185849368174786e-08,0.0007,6.556510925292969e-07,186500,-5.364222843695643e-09,1300,8,37299,758,-0.00048645242350175977,,
1.7581690769929992e-07,0.0007,0.0,187000,-1.7380011740897316e-07,1400,9,37399,762,-0.0044603897258639336,,
4.98374692209369e-12,0.0007,0.000583946704864502,187500,-8.480984664549496e-11,1500,9,37499,765,-0.00048219802556559443,,
2.8284285136237486e-08,0.0007,2.384185791015625e-07,188000,-5.524756208075132e-09,1600,10,37599,759,-0.00044102835818193853,,
1.532465887521539e-07,0.0007,0.0,188500,-3.231701128925124e-08,1700,11,37699,740,-0.001043239259161055,,
1.1537793290217202e-11,0.0007,0.0010437369346618652,189000,-2.1051013709971755e-10,1800,12,37799,735,-0.0007709471392445266,,
6.153862308622138e-09,0.0007,3.2186508178710938e-06,189500,-4.916530738086067e-09,1900,12,37899,735,-0.0008049473399296403,,
1.3119218920110143e-06,0.0007,-1.1920928955078125e-07,190000,-5.326852487996803e-07,,,37999,,-0.004957024939358234,300.0,-2.9999999329447746
,,,190000,,2000,14,,694,,,
5.061825625318761e-09,0.0007,1.3709068298339844e-06,190500,-2.2725337167628368e-09,100,0,38099,890,-0.000430370302638039,,
2.4061205294856336e-06,0.0007,0.0,191000,-4.827497335213593e-08,200,1,38199,851,-0.0004191032494418323,,
1.4550564919613151e-10,0.0007,4.9114227294921875e-05,191500,-3.7558650634039736e-10,300,1,38299,837,-0.00041936844354495406,,
4.537104025814642e-09,0.0007,1.5497207641601562e-06,192000,-1.6884562636931832e-09,400,2,38399,842,-0.0003487593785393983,,
1.8336274933972163e-06,0.0007,5.960464477539063e-08,192500,-5.1502460962638e-08,500,2,38499,833,-0.0005040584364905953,,
1.3848548696682172e-10,0.0007,5.263090133666992e-05,193000,-4.341456638634611e-10,600,3,38599,822,-0.0004950151778757572,,
